,id,titel,output,areaLevel1,areaLevel2,areaLevel3
325,Highest_ECLI:NL:CRVB:2015:1111,ECLI:NL:CRVB:2015:1111,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2015:1111</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
326,Highest_ECLI:NL:CRVB:2015:137,ECLI:NL:CRVB:2015:137,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2015:137</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
327,Highest_ECLI:NL:CRVB:2015:15,ECLI:NL:CRVB:2015:15,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2015:15</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
328,Highest_ECLI:NL:CRVB:2015:1663,ECLI:NL:CRVB:2015:1663,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2015:1663</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Ambtenarenrecht
329,Highest_ECLI:NL:CRVB:2015:1801,ECLI:NL:CRVB:2015:1801,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2015:1801</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
330,Highest_ECLI:NL:CRVB:2015:2552,ECLI:NL:CRVB:2015:2552,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2015:2552</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Ambtenarenrecht
331,Highest_ECLI:NL:CRVB:2015:4192,ECLI:NL:CRVB:2015:4192,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2015:4192</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
332,Highest_ECLI:NL:CRVB:2016:1910,ECLI:NL:CRVB:2016:1910,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2016:1910</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
333,Highest_ECLI:NL:CRVB:2016:2710,ECLI:NL:CRVB:2016:2710,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2016:2710</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Ambtenarenrecht
334,Highest_ECLI:NL:CRVB:2016:4641,ECLI:NL:CRVB:2016:4641,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2016:4641</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
335,Highest_ECLI:NL:CRVB:2016:4872,ECLI:NL:CRVB:2016:4872,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2016:4872</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
336,Highest_ECLI:NL:CRVB:2016:5115,ECLI:NL:CRVB:2016:5115,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2016:5115</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
337,Highest_ECLI:NL:CRVB:2016:913,ECLI:NL:CRVB:2016:913,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2016:913</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
338,Highest_ECLI:NL:CRVB:2017:1225,ECLI:NL:CRVB:2017:1225,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2017:1225</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
339,Highest_ECLI:NL:CRVB:2017:1474,ECLI:NL:CRVB:2017:1474,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2017:1474</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
340,Highest_ECLI:NL:CRVB:2017:2226,ECLI:NL:CRVB:2017:2226,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2017:2226</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
341,Highest_ECLI:NL:CRVB:2018:3296,ECLI:NL:CRVB:2018:3296,Uw vraagt lijkt te gaan om <b>ECLI:NL:CRVB:2018:3296</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
342,Highest_ECLI:NL:GHDHA:2016:3374,ECLI:NL:GHDHA:2016:3374,Uw vraagt lijkt te gaan om <b>ECLI:NL:GHDHA:2016:3374</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
343,Highest_ECLI:NL:GHDHA:2017:1279,ECLI:NL:GHDHA:2017:1279,Uw vraagt lijkt te gaan om <b>ECLI:NL:GHDHA:2017:1279</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
344,Highest_ECLI:NL:GHSHE:2017:5451,ECLI:NL:GHSHE:2017:5451,Uw vraagt lijkt te gaan om <b>ECLI:NL:GHSHE:2017:5451</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
345,Highest_ECLI:NL:HR:1977:AC1877,ECLI:NL:HR:1977:AC1877,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:1977:AC1877</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
346,Highest_ECLI:NL:HR:1981:AG4158,ECLI:NL:HR:1981:AG4158,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:1981:AG4158</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
347,Highest_ECLI:NL:HR:1994:ZC1564,ECLI:NL:HR:1994:ZC1564,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:1994:ZC1564</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
348,Highest_ECLI:NL:HR:1997:ZC2495,ECLI:NL:HR:1997:ZC2495,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:1997:ZC2495</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
349,Highest_ECLI:NL:HR:2001:AB2054,ECLI:NL:HR:2001:AB2054,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2001:AB2054</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
350,Highest_ECLI:NL:HR:2002:AE3437,ECLI:NL:HR:2002:AE3437,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2002:AE3437</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
351,Highest_ECLI:NL:HR:2002:AE9400,ECLI:NL:HR:2002:AE9400,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2002:AE9400</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
352,Highest_ECLI:NL:HR:2003:AD6058,ECLI:NL:HR:2003:AD6058,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2003:AD6058</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
353,Highest_ECLI:NL:HR:2003:AM2379,ECLI:NL:HR:2003:AM2379,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2003:AM2379</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Personen- en familierecht,Personen- en familierecht
354,Highest_ECLI:NL:HR:2004:AO9069,ECLI:NL:HR:2004:AO9069,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2004:AO9069</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
355,Highest_ECLI:NL:HR:2004:AP0263,ECLI:NL:HR:2004:AP0263,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2004:AP0263</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
356,Highest_ECLI:NL:HR:2005:AR2760,ECLI:NL:HR:2005:AR2760,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2005:AR2760</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
357,Highest_ECLI:NL:HR:2005:AT3659,ECLI:NL:HR:2005:AT3659,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2005:AT3659</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
358,Highest_ECLI:NL:HR:2005:AT7337,ECLI:NL:HR:2005:AT7337,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2005:AT7337</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
359,Highest_ECLI:NL:HR:2005:AT7799,ECLI:NL:HR:2005:AT7799,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2005:AT7799</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
360,Highest_ECLI:NL:HR:2005:AU4300,ECLI:NL:HR:2005:AU4300,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2005:AU4300</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
361,Highest_ECLI:NL:HR:2006:AU9130,ECLI:NL:HR:2006:AU9130,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2006:AU9130</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
362,Highest_ECLI:NL:HR:2006:AV6956,ECLI:NL:HR:2006:AV6956,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2006:AV6956</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
363,Highest_ECLI:NL:HR:2008:BC2793,ECLI:NL:HR:2008:BC2793,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2008:BC2793</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
364,Highest_ECLI:NL:HR:2008:BC2800,ECLI:NL:HR:2008:BC2800,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2008:BC2800</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
365,Highest_ECLI:NL:HR:2008:BD1847,ECLI:NL:HR:2008:BD1847,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2008:BD1847</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
366,Highest_ECLI:NL:HR:2009:BH4720,ECLI:NL:HR:2009:BH4720,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2009:BH4720</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
367,Highest_ECLI:NL:HR:2009:BI0550,ECLI:NL:HR:2009:BI0550,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2009:BI0550</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
368,Highest_ECLI:NL:HR:2009:BI8771,ECLI:NL:HR:2009:BI8771,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2009:BI8771</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Ondernemingsrecht,Insolventierecht
369,Highest_ECLI:NL:HR:2010:BK4472,ECLI:NL:HR:2010:BK4472,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2010:BK4472</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
370,Highest_ECLI:NL:HR:2010:BL1116,ECLI:NL:HR:2010:BL1116,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2010:BL1116</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
371,Highest_ECLI:NL:HR:2010:BM9141,ECLI:NL:HR:2010:BM9141,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2010:BM9141</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
372,Highest_ECLI:NL:HR:2011:BP1466,ECLI:NL:HR:2011:BP1466,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2011:BP1466</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
373,Highest_ECLI:NL:HR:2011:BP2975,ECLI:NL:HR:2011:BP2975,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2011:BP2975</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
374,Highest_ECLI:NL:HR:2011:BP5707,ECLI:NL:HR:2011:BP5707,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2011:BP5707</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
375,Highest_ECLI:NL:HR:2011:BQ9854,ECLI:NL:HR:2011:BQ9854,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2011:BQ9854</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
376,Highest_ECLI:NL:HR:2012:BV7828,ECLI:NL:HR:2012:BV7828,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2012:BV7828</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
377,Highest_ECLI:NL:HR:2012:BW9230,ECLI:NL:HR:2012:BW9230,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2012:BW9230</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
378,Highest_ECLI:NL:HR:2013:1881,ECLI:NL:HR:2013:1881,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2013:1881</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
379,Highest_ECLI:NL:HR:2013:63,ECLI:NL:HR:2013:63,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2013:63</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
380,Highest_ECLI:NL:HR:2013:BX7184,ECLI:NL:HR:2013:BX7184,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2013:BX7184</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
381,Highest_ECLI:NL:HR:2013:BZ2735,ECLI:NL:HR:2013:BZ2735,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2013:BZ2735</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
382,Highest_ECLI:NL:HR:2013:BZ2900,ECLI:NL:HR:2013:BZ2900,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2013:BZ2900</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
383,Highest_ECLI:NL:HR:2013:BZ3640,ECLI:NL:HR:2013:BZ3640,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2013:BZ3640</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
384,Highest_ECLI:NL:HR:2014:1001,ECLI:NL:HR:2014:1001,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2014:1001</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
385,Highest_ECLI:NL:HR:2014:1089,ECLI:NL:HR:2014:1089,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2014:1089</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
386,Highest_ECLI:NL:HR:2014:1405,ECLI:NL:HR:2014:1405,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2014:1405</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
387,Highest_ECLI:NL:HR:2014:3126,ECLI:NL:HR:2014:3126,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2014:3126</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
388,Highest_ECLI:NL:HR:2014:3441,ECLI:NL:HR:2014:3441,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2014:3441</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
389,Highest_ECLI:NL:HR:2014:3474,ECLI:NL:HR:2014:3474,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2014:3474</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
390,Highest_ECLI:NL:HR:2015:1352,ECLI:NL:HR:2015:1352,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2015:1352</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
391,Highest_ECLI:NL:HR:2015:1406,ECLI:NL:HR:2015:1406,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2015:1406</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
392,Highest_ECLI:NL:HR:2015:3011,ECLI:NL:HR:2015:3011,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2015:3011</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
393,Highest_ECLI:NL:HR:2015:354,ECLI:NL:HR:2015:354,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2015:354</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
394,Highest_ECLI:NL:HR:2015:434,ECLI:NL:HR:2015:434,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2015:434</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
395,Highest_ECLI:NL:HR:2015:556,ECLI:NL:HR:2015:556,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2015:556</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
396,Highest_ECLI:NL:HR:2016:1087,ECLI:NL:HR:2016:1087,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:1087</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
397,Highest_ECLI:NL:HR:2016:1129,ECLI:NL:HR:2016:1129,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:1129</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
398,Highest_ECLI:NL:HR:2016:1316,ECLI:NL:HR:2016:1316,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:1316</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Strafrecht,Strafrecht,
399,Highest_ECLI:NL:HR:2016:2228,ECLI:NL:HR:2016:2228,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:2228</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
400,Highest_ECLI:NL:HR:2016:2236,ECLI:NL:HR:2016:2236,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:2236</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
401,Highest_ECLI:NL:HR:2016:236,ECLI:NL:HR:2016:236,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:236</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Goederen- en verbintenissenrecht,Verbintenissenrecht
402,Highest_ECLI:NL:HR:2016:252,ECLI:NL:HR:2016:252,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:252</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
403,Highest_ECLI:NL:HR:2016:2687,ECLI:NL:HR:2016:2687,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:2687</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
404,Highest_ECLI:NL:HR:2016:2828,ECLI:NL:HR:2016:2828,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:2828</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
405,Highest_ECLI:NL:HR:2016:2998,ECLI:NL:HR:2016:2998,Uw vraagt lijkt te gaan om <b>ECLI:NL:HR:2016:2998</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
